# source: https://api.nasdaq.com/api/screener/stocks?tableonly=true&download=true
# fetched: 2026-09-23T10:34:16-04:00
# rule: market cap 300M-10B, price >= 3.0; no volume rule
ticker,cap_m,sector,industry
NXH,320,Consumer Discretionary,Catalog/Specialty Distribution
NXP,627,Finance,Trusts Except Educational Religious and Charitable
NXRT,547,Real Estate,Real Estate Investment Trusts
NXST,5108,Industrials,Broadcasting
NYAX,1602,Technology,Computer Software: Prepackaged Software
OABI,718,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OBDC,5429,Finance,Diversified Financial Services
OBE,759,Energy,Oil & Gas Production
OBIO,367,Health Care,Medicinal Chemicals and Botanical Products
OBK,1641,Finance,Major Banks
OBT,500,Finance,Major Banks
OBX,1026,Health Care,Biotechnology: Pharmaceutical Preparations
OC,9801,Industrials,Industrial Machinery/Components
OCFC,1680,Finance,Major Banks
OCS,604,Health Care,Biotechnology: Pharmaceutical Preparations
OCSL,1081,Finance,Finance: Consumer Services
OCTV,5214,Technology,Computer Software: Prepackaged Software
OCUL,2283,Health Care,Biotechnology: Pharmaceutical Preparations
ODC,1322,Consumer Discretionary,Miscellaneous manufacturing industries
ODD,1045,Consumer Discretionary,Package Goods/Cosmetics
ODTX,1085,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OEC,342,Industrials,Major Chemicals
OFG,2200,Finance,Major Banks
OFIX,371,Health Care,Medical/Dental Instruments
OFRM,680,Consumer Staples,Packaged Foods
OFSSH,319,Finance,Finance Companies
OGC,6215,,
OGE,9199,Utilities,Electric Utilities: Central
OGN,3599,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,4543,Utilities,Oil/Gas Transmission
OI,935,Consumer Discretionary,Containers/Packaging
OIG,973,Finance,Specialty Insurers
OII,4588,Energy,Oilfield Services/Equipment
OIS,500,Consumer Discretionary,Oil and Gas Field Machinery
OKLO,7428,Utilities,Electric Utilities: Central
OLED,3550,Technology,Electrical Products
OLLI,4957,Consumer Discretionary,Department/Specialty Retail Stores
OLMA,805,Health Care,Biotechnology: Pharmaceutical Preparations
OLN,1925,Industrials,Major Chemicals
OLP,498,Real Estate,Real Estate Investment Trusts
OMAB,4928,Consumer Discretionary,Aerospace
OMCL,1503,Technology,Computer Manufacturing
OMDA,1257,Health Care,Medical/Nursing Services
OMER,1507,Health Care,Biotechnology: Pharmaceutical Preparations
OMF,6623,Finance,Finance: Consumer Services
ONB,9593,Finance,Major Banks
ONBPO,9541,Finance,Major Banks
ONBPP,9514,Finance,Major Banks
ONDS,4396,Technology,Radio And Television Broadcasting And Communications Equipment
ONT,570,Consumer Discretionary,Professional Services
OOMA,610,Technology,EDP Services
OPCH,3602,Health Care,Medical/Nursing Services
OPFI,534,Finance,Finance: Consumer Services
OPI,384,Finance,Real Estate
OPLN,4167,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
OPRA,1592,Technology,Computer Software: Prepackaged Software
OPRT,376,Finance,Finance: Consumer Services
OPY,1220,Finance,Investment Bankers/Brokers/Service
OR,6754,Basic Materials,Precious Metals
ORA,5956,Utilities,Electric Utilities: Central
ORC,1206,Real Estate,Real Estate Investment Trusts
ORI,9360,Finance,Property-Casualty Insurers
ORIC,1395,Health Care,Biotechnology: Pharmaceutical Preparations
ORKA,6051,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ORN,364,Industrials,Military/Government/Technical
ORRF,815,Finance,Major Banks
OSBC,1257,Finance,Major Banks
OSCR,9222,Health Care,Medical Specialities
OSIS,3212,Technology,Semiconductors
OSK,8391,Industrials,Auto Manufacturing
OSPN,645,Technology,EDP Services
OSW,2257,Consumer Discretionary,Hotels/Resorts
OTEX,5731,Technology,EDP Services
OTF,4770,,
OTLY,382,Consumer Staples,Packaged Foods
OTTR,3754,Utilities,Electric Utilities: Central
OUST,2750,Industrials,Industrial Machinery/Components
OUT,4931,Real Estate,Real Estate Investment Trusts
OXLC,1545,Finance,Investment Managers
OXLCL,4167,Finance,Finance Companies
OXLCM,4356,Finance,Investment Managers
OXLCN,4251,Finance,Investment Managers
OXLCO,4123,Finance,Investment Managers
OXLCZ,4326,Finance,Finance Companies
OXM,402,Industrials,Garments and Clothing
OXSQG,1555,Consumer Discretionary,Other Consumer Services
OZK,5304,Finance,Major Banks
OZKAP,1712,Finance,Major Banks
PACK,354,Consumer Discretionary,Containers/Packaging
PACS,6598,Health Care,Hospital/Nursing Management
PAGP,5353,Energy,Natural Gas Distribution
PAGS,2711,Technology,EDP Services
PAHC,1413,Health Care,Biotechnology: Pharmaceutical Preparations
PAM,4436,Utilities,Electric Utilities: Central
PANL,536,Consumer Discretionary,Marine Transportation
PAR,599,Miscellaneous,Office Equipment/Supplies/Services
PARR,3940,Energy,Oil & Gas Production
PATH,6599,Technology,Computer Software: Prepackaged Software
PATK,2223,Consumer Discretionary,Auto Parts:O.E.M.
PAX,1679,Finance,Investment Managers
PAY,3878,Consumer Discretionary,Business Services
PAYC,9917,Technology,Computer Software: Prepackaged Software
PAYO,2423,Consumer Discretionary,Business Services
PAYS,710,Technology,EDP Services
PB,8258,Finance,Major Banks
PBAM,510,Finance,Major Banks
PBF,8620,Energy,Integrated oil Companies
PBFS,446,Finance,Banks
PBH,2197,Health Care,Biotechnology: Pharmaceutical Preparations
PBI,2255,Miscellaneous,Office Equipment/Supplies/Services
PBLS,4410,Health Care,Biotechnology: Pharmaceutical Preparations
PBT,1542,Energy,Oil & Gas Production
PBYI,507,Health Care,Biotechnology: Pharmaceutical Preparations
PCB,388,Finance,Major Banks
PCOR,7699,Technology,Computer Software: Prepackaged Software
PCRX,997,Health Care,Biotechnology: Pharmaceutical Preparations
PCT,1072,Industrials,Major Chemicals
PCTTU,1089,Industrials,Major Chemicals
PCTY,7574,Technology,Computer Software: Prepackaged Software
PCVX,8611,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PD,1140,Technology,Computer Software: Prepackaged Software
PDFS,1983,Technology,Computer Software: Prepackaged Software
PDI,3402,Finance,Trusts Except Educational Religious and Charitable
PDLB,492,Finance,Savings Institutions
PDM,1157,Real Estate,Building operators
PDO,1756,Finance,Trusts Except Educational Religious and Charitable
PDS,1052,Energy,Oil & Gas Production
PDX,908,Finance,Finance/Investors Services
PEB,2050,Real Estate,Real Estate Investment Trusts
PEBO,1395,Finance,Major Banks
PECO,4732,Real Estate,Real Estate Investment Trusts
PEGA,5720,Technology,EDP Services
PENG,2813,Technology,Semiconductors
PENN,2093,Consumer Discretionary,Hotels/Resorts
PERI,340,Technology,EDP Services
PESI,336,Industrials,Environmental Services
PFBC,1526,Finance,Major Banks
PFH,5455,Finance,Life Insurance
PFIS,693,Finance,Major Banks
PFLT,698,Finance,Finance: Consumer Services
PFS,2944,Finance,Savings Institutions
PFSI,3429,Finance,Finance: Consumer Services
PGC,790,Finance,Commercial Banks
PGEN,2778,Health Care,Biotechnology: Pharmaceutical Preparations
PGNY,2001,Health Care,Misc Health and Biotechnology Services
PGY,1543,Finance,Finance: Consumer Services
PHAR,770,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,606,Health Care,Biotechnology: Pharmaceutical Preparations
PHI,3781,Telecommunications,Telecommunications Equipment
PHIN,2164,Consumer Discretionary,Auto Parts:O.E.M.
PHOE,427,Consumer Discretionary,Engineering & Construction
PHOS,305,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
PHR,615,Consumer Discretionary,Business Services
PHVS,2431,Health Care,Biotechnology: Pharmaceutical Preparations
PI,5378,Technology,Industrial Machinery/Components
PICS,1214,Finance,Finance: Consumer Services
PII,2969,Consumer Discretionary,Industrial Specialties
PINE,301,Real Estate,Real Estate Investment Trusts
PIPR,5143,Finance,Investment Bankers/Brokers/Service
PJT,6186,Finance,Investment Managers
PK,3031,Consumer Discretionary,Hotels/Resorts
PKBK,392,Finance,Major Banks
PKE,641,Industrials,Military/Government/Technical
PKOH,670,Industrials,Industrial Specialties
PL,6100,Technology,Radio And Television Broadcasting And Communications Equipment
PLAB,1754,Technology,Semiconductors
PLBC,427,Finance,Finance Companies
PLBL,2184,Consumer Discretionary,Consumer Electronics/Appliances
PLGO,2075,Finance,Property-Casualty Insurers
PLMR,3439,Finance,Property-Casualty Insurers
PLNT,3101,Consumer Discretionary,Hotels/Resorts
PLOW,914,Industrials,Construction/Ag Equipment/Trucks
PLPC,2067,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PLSE,3908,Health Care,Medical/Dental Instruments
PLUS,2389,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,6969,Technology,Electrical Products
PMO,320,Finance,Finance Companies
PMT,770,Real Estate,Real Estate Investment Trusts
PMTU,2208,Real Estate,Real Estate Investment Trusts
PNR,8782,Industrials,Industrial Machinery/Components
PNRG,314,Energy,Oil & Gas Production
PNTG,1371,Health Care,Medical/Nursing Services
PODD,9664,Health Care,Medical/Dental Instruments
POET,1382,Technology,Semiconductors
PONY,3171,Technology,EDP Services
POOL,6003,Consumer Discretionary,Industrial Specialties
POR,5514,Utilities,Electric Utilities: Central
POST,3315,Consumer Staples,Packaged Foods
POWI,2801,Technology,Semiconductors
POWL,6946,Energy,Electrical Products
POWWP,2843,Industrials,Ordnance And Accessories
PPC,6836,Consumer Staples,Meat/Poultry/Fish
PPHC,346,,
PPLI,2684,Technology,Computer Software: Programming Data Processing
PPT,326,Finance,Finance Companies
PPTA,2908,Basic Materials,Precious Metals
PRAA,742,Finance,Finance Companies
PRAX,8245,Health Care,Biotechnology: Pharmaceutical Preparations
PRCH,2208,Technology,Computer Software: Prepackaged Software
PRCT,1037,Health Care,Medical/Dental Instruments
PRDO,1936,Real Estate,Other Consumer Services
PRE,387,Finance,Blank Checks
PRG,1312,Consumer Discretionary,Diversified Commercial Services
PRGO,1965,Health Care,Biotechnology: Pharmaceutical Preparations
PRGS,1654,Technology,Computer Software: Prepackaged Software
PRH,7494,Finance,Life Insurance
PRI,8495,Finance,Life Insurance
PRIM,4027,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PRK,3277,Finance,Major Banks
PRKS,1467,Consumer Discretionary,Services-Misc. Amusement & Recreation
PRLB,2136,Industrials,Metal Fabrications
PRLD,380,Health Care,Biotechnology: Pharmaceutical Preparations
PRM,4735,Industrials,Major Chemicals
PRMB,7001,Consumer Staples,Beverages (Production/Distribution)
PRME,628,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRS,7160,Finance,Life Insurance
PRSU,1289,Consumer Discretionary,Services-Misc. Amusement & Recreation
PRTA,456,Health Care,Biotechnology: Pharmaceutical Preparations
PRTH,643,Consumer Discretionary,Business Services
PRVA,2447,Health Care,Medical/Nursing Services
PSF,917,Finance,Investment Managers
PSFE,338,Consumer Discretionary,Business Services
PSIX,1057,Industrials,Industrial Machinery/Components
PSMT,5299,Consumer Discretionary,Department/Specialty Retail Stores
PSN,4747,Technology,EDP Services
PSNL,1729,Health Care,Medical Specialities
PSNY,1178,Industrials,Auto Manufacturing
PSNYW,751,Industrials,Auto Manufacturing
PSO,9489,Consumer Discretionary,Books
PSQL,1596,Technology,EDP Services
PSTL,713,Real Estate,Real Estate Investment Trusts
PSUS,1024,,
PTA,990,Finance,Trusts Except Educational Religious and Charitable
PTCT,5434,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,4270,Energy,Oil & Gas Production
PTGX,9243,Health Care,Biotechnology: Pharmaceutical Preparations
PTON,2109,Consumer Discretionary,Recreational Games/Products/Toys
PTRN,3442,Consumer Discretionary,Catalog/Specialty Distribution
PUBM,800,Technology,Computer Software: Programming Data Processing
PUMP,1225,Energy,Oilfield Services/Equipment
PURR,3256,Finance,Finance: Consumer Services
PVH,3479,Industrials,Garments and Clothing
PVLA,2236,Health Care,Biotechnology: Pharmaceutical Preparations
PWP,1280,Finance,Finance: Consumer Services
PXED,942,Real Estate,Other Consumer Services
PZZA,655,Consumer Discretionary,Restaurants
QBTS,6611,Technology,EDP Services
QCRH,1629,Finance,Major Banks
QDEL,741,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QFIN,947,Finance,Finance: Consumer Services
QGEN,8980,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QLYS,6268,Technology,Computer Software: Prepackaged Software
QMCO,1019,Technology,Electronic Components
QNST,845,Consumer Discretionary,Business Services
QS,3058,Miscellaneous,Industrial Machinery/Components
QTTB,303,Health Care,Biotechnology: Pharmaceutical Preparations
QTWO,3461,Technology,Computer Software: Prepackaged Software
QUAD,483,Consumer Discretionary,Publishing
QUBT,2085,Technology,Computer Software: Prepackaged Software
QURE,3041,Health Care,Biotechnology: Pharmaceutical Preparations
QVCG,780,Consumer Discretionary,Catalog/Specialty Distribution
R,9059,Consumer Discretionary,Rental/Leasing Companies
RAL,7717,Industrials,Industrial Machinery/Components
RAMP,2285,Technology,EDP Services
RAPP,1849,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,1486,Health Care,Biotechnology: Pharmaceutical Preparations
RBB,450,Finance,Major Banks
RBCAA,1848,Finance,Major Banks
RCAT,1026,Technology,Computer Software: Prepackaged Software
RCBC,732,Finance,Major Banks
RCEL,353,Health Care,Medical/Dental Instruments
RCKT,359,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,335,Consumer Discretionary,Shoe Manufacturing
RCUS,3532,Health Care,Biotechnology: Pharmaceutical Preparations
RDIB,396,Consumer Discretionary,Movies/Entertainment
RDN,4595,Finance,Property-Casualty Insurers
RDNT,5768,Health Care,Medical Specialities
RDVT,1182,Technology,Computer Software: Prepackaged Software
RDW,2905,Industrials,Military/Government/Technical
RDWR,1252,Consumer Discretionary,Business Services
REAL,1136,Consumer Discretionary,Other Specialty Stores
REAX,350,Finance,Real Estate
REF,787,Consumer Discretionary,Apparel
REGCO,3965,Real Estate,Real Estate Investment Trusts
REGCP,4199,Real Estate,Real Estate Investment Trusts
RELY,4212,Consumer Discretionary,Business Services
REPL,1235,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REPX,908,Energy,Oil & Gas Production
RERE,877,Consumer Discretionary,Other Specialty Stores
RES,1280,Energy,Oilfield Services/Equipment
REX,1456,Industrials,Major Chemicals
REXR,8532,Real Estate,Real Estate Investment Trusts
REYN,4654,Consumer Discretionary,Containers/Packaging
REZI,2830,Industrials,Wholesale Distributors
RFI,528,Finance,Investment Managers
RGC,2972,Health Care,Medicinal Chemicals and Botanical Products
RGEN,9046,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGNX,527,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGR,673,Industrials,Ordnance And Accessories
RGTI,5437,Technology,EDP Services
RGTIW,2303,Technology,EDP Services
RH,2382,Consumer Discretionary,Other Specialty Stores
RHI,3791,Consumer Discretionary,Professional Services
RHLD,949,Finance,Finance: Consumer Services
RHP,8352,Real Estate,Real Estate Investment Trusts
RIG,6143,Energy,Oil & Gas Production
RIGL,894,Health Care,Biotechnology: Pharmaceutical Preparations
RILYG,756,Finance,Investment Managers
RILYL,507,Finance,Investment Managers
RILYN,769,Finance,Investment Managers
RILYP,490,Finance,Investment Managers
RILYT,635,Finance,Investment Managers
RILYZ,604,Finance,Investment Managers
RIOT,9333,Finance,Finance: Consumer Services
RITM,5324,Real Estate,Real Estate Investment Trusts
RJET,894,Consumer Discretionary,Air Freight/Delivery Services
RLAY,4089,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RLGT,401,Industrials,Integrated Freight & Logistics
RLI,5325,Finance,Property-Casualty Insurers
RLJ,1661,Real Estate,Real Estate Investment Trusts
RLMD,437,Health Care,Biotechnology: Pharmaceutical Preparations
RMIX,941,Industrials,Building Materials
RMNI,403,Consumer Discretionary,Business Services
RMR,608,Consumer Discretionary,Professional Services
RMT,625,Finance,Investment Managers
RNG,6652,Technology,EDP Services
RNGR,367,Energy,Oilfield Services/Equipment
RNP,949,Finance,Investment Managers
RNST,3635,Finance,Major Banks
RNW,2494,Utilities,Electric Utilities: Central
ROAD,5340,Industrials,Military/Government/Technical
ROCK,1226,Industrials,Steel/Iron Ore
ROG,2475,Industrials,Major Chemicals
ROMA,531,Consumer Discretionary,Professional Services
ROOT,727,Finance,Property-Casualty Insurers
RPAY,347,Consumer Discretionary,Business Services
RPC,853,Finance,Investment Managers
RPD,845,Technology,Computer Software: Prepackaged Software
RQI,1536,Finance,Trusts Except Educational Religious and Charitable
RRBI,662,Finance,Major Banks
RRC,9146,Energy,Oil & Gas Production
RRR,5020,Consumer Discretionary,Hotels/Resorts
RSI,4737,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,930,Consumer Discretionary,Business Services
RSVR,625,Consumer Discretionary,Services-Misc. Amusement & Recreation
RUM,4182,Technology,Computer Software: Programming Data Processing
RUN,2039,Miscellaneous,Industrial Machinery/Components
RUSHA,5594,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,6306,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVLV,1497,Consumer Discretionary,Catalog/Specialty Distribution
RVMDW,2155,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVT,1878,Finance,Trusts Except Educational Religious and Charitable
RWAYL,910,Finance,Finance: Consumer Services
RWT,477,Real Estate,Real Estate Investment Trusts
RWTN,3119,Real Estate,Real Estate Investment Trusts
RWTO,3037,Real Estate,Real Estate Investment Trusts
RXO,3206,Consumer Discretionary,Transportation Services
RXRX,2121,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RXT,1034,Technology,Computer Software: Programming Data Processing
RYAM,614,Basic Materials,Paper
RYAN,9744,Finance,Specialty Insurers
RYN,5975,Real Estate,Real Estate Investment Trusts
RYTM,6792,Health Care,Biotechnology: Pharmaceutical Preparations
RYZ,1247,Industrials,Metal Fabrications
RZC,1669,Finance,Life Insurance
RZLT,392,Health Care,Biotechnology: Pharmaceutical Preparations
S,8315,Technology,Computer Software: Prepackaged Software
SA,3327,Basic Materials,Precious Metals
SABS,311,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAFE,928,Real Estate,Real Estate Investment Trusts
SAFT,1522,Finance,Property-Casualty Insurers
SAH,2016,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAIA,9241,Industrials,Trucking Freight/Courier Services
SAIC,5598,Technology,EDP Services
SAJ,394,Finance,Investment Managers
SAM,1695,Consumer Staples,Beverages (Production/Distribution)
SANA,949,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SARO,7588,Industrials,Aerospace
SATA,9698,Finance,Finance: Consumer Services
SATL,859,Technology,Radio And Television Broadcasting And Communications Equipment
SAY,394,Finance,Investment Managers
SAZ,394,Finance,Investment Managers
SB,957,Consumer Discretionary,Marine Transportation
SBC,526,Health Care,Medical/Nursing Services
SBCF,3162,Finance,Major Banks
SBET,2169,Technology,Computer Software: Prepackaged Software
SBGI,937,Industrials,Broadcasting
SBH,1558,Consumer Discretionary,Other Specialty Stores
SBLK,3374,Consumer Discretionary,Marine Transportation
SBR,1056,Energy,Oil & Gas Production
SBRA,5065,Real Estate,Real Estate Investment Trusts
SBSI,924,Finance,Major Banks
SBSW,7451,Basic Materials,Precious Metals
SCCD,1172,Real Estate,Real Estate Investment Trusts
SCCE,1168,Real Estate,Real Estate Investment Trusts
SCCF,1167,Real Estate,Real Estate Investment Trusts
SCCG,1176,Real Estate,Real Estate Investment Trusts
SCHL,661,Consumer Discretionary,Books
SCL,1460,Consumer Discretionary,Package Goods/Cosmetics
SCSC,1165,Technology,Retail: Computer Software & Peripheral Equipment
SCTX,504,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCZM,824,Basic Materials,Precious Metals
SD,526,Energy,Oil & Gas Production
SDGR,2294,Health Care,Biotechnology: Pharmaceutical Preparations
SDHC,514,Consumer Discretionary,Homebuilding
SDHY,379,Finance,Finance/Investors Services
SDRL,2924,Energy,Oil & Gas Production
SEB,3894,Industrials,Farming/Seeds/Milling
SECZ,2331,Finance,Finance: Consumer Services
SEDG,2145,Technology,Semiconductors
SEG,308,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEI,5084,Consumer Discretionary,Oil and Gas Field Machinery
SENEA,1223,Consumer Staples,Packaged Foods
SENEB,1269,Consumer Staples,Packaged Foods
SENS,521,Health Care,Medical/Dental Instruments
SEPN,1803,Health Care,Biotechnology: Pharmaceutical Preparations
SERV,382,Industrials,Industrial Machinery/Components
SEZL,3642,Finance,Finance: Consumer Services
SFB,1965,Finance,Investment Bankers/Brokers/Service
SFBS,4547,Finance,Major Banks
SFD,7590,Consumer Staples,Meat/Poultry/Fish
SFL,1676,Consumer Discretionary,Marine Transportation
SFM,6263,Consumer Staples,Food Chains
SFNC,3318,Finance,Major Banks
SFST,569,Finance,Major Banks
SG,888,Consumer Discretionary,Restaurants
SGHC,6150,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGHT,469,Health Care,Medical/Dental Instruments
SGML,1133,Basic Materials,Metal Mining
SGMT,672,Health Care,Biotechnology: Pharmaceutical Preparations
SGP,965,Health Care,Medical/Dental Instruments
SGRY,2037,Health Care,Hospital/Nursing Management
SGU,422,Consumer Discretionary,Other Specialty Stores
SHAK,2428,Consumer Discretionary,Restaurants
SHAZ,2114,Technology,EDP Services
SHBI,767,Finance,Major Banks
SHC,5269,Health Care,Misc Health and Biotechnology Services
SHEN,649,Telecommunications,Telecommunications Equipment
SHIP,381,Consumer Discretionary,Marine Transportation
SHLS,1325,Technology,Semiconductors
SHO,2044,Consumer Discretionary,Hotels/Resorts
SHOE,360,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SHOO,3195,Consumer Discretionary,Shoe Manufacturing
SI,367,Health Care,Medical/Dental Instruments
SIBN,827,Health Care,Medical/Dental Instruments
SIFY,986,Technology,Computer Software: Programming Data Processing
SIG,3827,Consumer Discretionary,Consumer Specialties
SIGI,5211,Finance,Property-Casualty Insurers
SIGIP,916,Finance,Property-Casualty Insurers
SII,3276,Finance,Finance: Consumer Services
SIM,4554,Industrials,Steel/Iron Ore
SIMO,9171,Technology,Semiconductors
SIND,2248,Basic Materials,Precious Metals
SIRI,8711,Consumer Discretionary,Broadcasting
SITE,4107,Consumer Discretionary,Professional and commerical equipment
SKE,3952,Basic Materials,Precious Metals
SKT,4047,Real Estate,Real Estate Investment Trusts
SKWD,2472,Finance,Property-Casualty Insurers
SKY,4737,Consumer Discretionary,Homebuilding
SKYH,820,Finance,Real Estate
SKYW,3866,Consumer Discretionary,Air Freight/Delivery Services
SLAB,7403,Technology,Semiconductors
SLDB,944,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDE,2782,Finance,Property-Casualty Insurers
SLG,3681,Real Estate,Real Estate Investment Trusts
SLGN,3922,Industrials,Containers/Packaging
SLM,4498,Finance,Finance: Consumer Services
SLN,559,Health Care,Biotechnology: Pharmaceutical Preparations
SLNHP,3084,Technology,EDP Services
SLP,372,Technology,EDP Services
SLRC,648,Finance,Finance/Investors Services
SLS,2395,Health Care,Biotechnology: Pharmaceutical Preparations
SLSR,1224,,
SLVM,1457,Basic Materials,Paper
SM,8213,Energy,Oil & Gas Production
SMA,1775,Real Estate,Real Estate Investment Trusts
SMBC,784,Finance,Banks
SMBK,871,Finance,Major Banks
SMC,649,Utilities,Natural Gas Distribution
SMG,3055,Industrials,Agricultural Chemicals
SMP,828,Consumer Discretionary,Auto Parts:O.E.M.
SMPL,861,Consumer Staples,Packaged Foods
SMR,3726,Industrials,Metal Fabrications
SMTI,324,Health Care,Industrial Specialties
SMWB,732,Technology,Computer Software: Programming Data Processing
SNAP,9055,Technology,Computer Software: Programming Data Processing
SNDA,1811,Health Care,Hospital/Nursing Management
SNDR,5636,Industrials,Trucking Freight/Courier Services
SNDX,1597,Health Care,Biotechnology: Pharmaceutical Preparations
SNEX,8169,Finance,Investment Bankers/Brokers/Service
SOBO,7261,Energy,Natural Gas Distribution
SOC,827,Energy,Oil & Gas Production
SOHU,340,Technology,EDP Services
SOLS,9245,Industrials,Major Chemicals
SON,5054,Consumer Discretionary,Containers/Packaging
SONO,2000,Consumer Staples,Consumer Electronics/Appliances
SOPH,683,Technology,EDP Services
SOR,379,Finance,Investment Managers
SOUN,2903,Technology,Computer Software: Prepackaged Software
SPB,1996,Miscellaneous,Industrial Machinery/Components
SPCE,493,Consumer Discretionary,Transportation Services
SPFI,828,Finance,Major Banks
SPH,1118,Consumer Discretionary,Other Specialty Stores
SPHR,4977,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,516,Consumer Discretionary,Telecommunications Equipment
SPNT,2965,Finance,Property-Casualty Insurers
SPRY,433,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,2909,Technology,Computer Software: Prepackaged Software
SPT,591,Technology,Computer Software: Prepackaged Software
SPTX,1166,Health Care,Biotechnology: Pharmaceutical Preparations
SPXC,8757,Industrials,Industrial Machinery/Components
SR,4601,Utilities,Oil/Gas Transmission
SRAD,4221,Technology,Computer Software: Programming Data Processing
SRCE,2044,Finance,Major Banks
SRPT,2155,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,6276,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTA,478,Health Care,Medical/Nursing Services
SSB,9911,Finance,Major Banks
SSD,7214,Consumer Discretionary,Industrial Machinery/Components
SSII,655,Health Care,Medical/Dental Instruments
SSL,9201,Energy,Oil & Gas Production
SSMR,2246,Basic Materials,Precious Metals
SSRM,7475,Industrials,Precious Metals
SSYS,696,Technology,Computer peripheral equipment
ST,6051,Industrials,Industrial Machinery/Components
STAA,1022,Health Care,Ophthalmic Goods
STAG,7177,Real Estate,Real Estate Investment Trusts
STBA,1742,Finance,Major Banks
STC,1922,Finance,Specialty Insurers
STDN,2027,Basic Materials,Major Chemicals
STEP,5560,Finance,Investment Managers
STGW,2069,Consumer Discretionary,Advertising
STLN,691,Health Care,Medical/Nursing Services
STN,7999,Consumer Discretionary,Military/Government/Technical
STNE,2424,Technology,EDP Services
STNG,4212,Consumer Discretionary,Marine Transportation
STOK,1841,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,1693,Real Estate,Other Consumer Services
STRZ,425,Consumer Discretionary,Movies/Entertainment
STTK,657,Health Care,Biotechnology: Pharmaceutical Preparations
STUB,2069,Consumer Discretionary,Services-Misc. Amusement & Recreation
STVN,5818,Health Care,Medical/Dental Instruments
STWD,5547,Real Estate,Real Estate Investment Trusts
SUJA,313,Consumer Staples,Beverages (Production/Distribution)
SUNC,3964,Energy,Integrated oil Companies
SUPN,2565,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,726,Finance,Commercial Banks
SUPX,315,,
SVC,853,Real Estate,Real Estate Investment Trusts
SVM,2555,Basic Materials,Precious Metals
SVRA,1071,Health Care,Biotechnology: Pharmaceutical Preparations
SVV,1390,Consumer Discretionary,Other Specialty Stores
SWBI,631,Industrials,Ordnance And Accessories
SWIM,766,Industrials,Plastic Products
SWKHL,305,,
SWMR,367,Technology,Computer Software: Prepackaged Software
SWX,5984,Utilities,Oil & Gas Production
SXC,835,Industrials,Steel/Iron Ore
SXI,3331,Industrials,Industrial Machinery/Components
SXT,5536,Industrials,Major Chemicals
SYBT,2423,Finance,Major Banks
SYNA,3805,Technology,Semiconductors
SYRE,7939,Health Care,Biotechnology: Pharmaceutical Preparations
TAC,3756,Utilities,Electric Utilities: Central
TACO,381,Finance,Blank Checks
TAL,6562,Real Estate,Other Consumer Services
TALO,2726,Energy,Oil & Gas Production
TAP,6770,Consumer Staples,Beverages (Production/Distribution)
TARS,3574,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,771,Technology,EDP Services
TATT,505,Industrials,Aerospace
TBBB,5998,Consumer Staples,Food Chains
TBBK,2040,Finance,Major Banks
